Date,-1,1,-1,1,-1,1,-1,1,avgPrice_chang,stock_price_movement
2/01/2018,0.333333333,0.666666667,0.408163265,0.591836735,-0.059221366,1,0.265700483,0.734299517,-0.004406436,-1
3/01/2018,0.3125,0.6875,0.094594595,0.905405405,-0.077137099,1,0.180515759,0.819484241,0.00229083,-1
4/01/2018,0.13559322,0.86440678,0.142857143,0.857142857,-0.029634649,1,0.208092486,0.791907514,-0.009520623,1
5/01/2018,0.219512195,0.780487805,0.207964602,0.792035398,-1,0.714958943,0.199240987,0.800759013,0.009476419,-1
8/01/2018,0.104477612,0.895522388,0.25,0.75,-0.155496458,1,0.2760181,0.7239819,-0.001016919,-1
9/01/2018,0.238095238,0.761904762,0.168224299,0.831775701,-0.190115512,1,0.204697987,0.795302013,0.01015283,-1
10/01/2018,0.261904762,0.738095238,0.153225806,0.846774194,-0.469546083,1,0.234042553,0.765957447,-0.002118572,1
11/01/2018,0.202380952,0.797619048,0.278350515,0.721649485,-0.21172503,1,0.238197425,0.761802575,0.021506708,1
12/01/2018,0.16,0.84,0.170854271,0.829145729,-0.045634116,1,0.165775401,0.834224599,0.014196904,1
16/01/2018,0.393162393,0.606837607,0.401376147,0.598623853,-0.258742529,1,0.406215316,0.593784684,0.014234329,-1
17/01/2018,0.197183099,0.802816901,0.093023256,0.906976744,-0.070435743,1,0.158068057,0.841931943,-0.003001773,1
18/01/2018,0.232142857,0.767857143,0.181208054,0.818791946,-0.118835467,1,0.232415902,0.767584098,0.000587849,1
19/01/2018,0.266666667,0.733333333,0.152249135,0.847750865,-0.065344116,1,0.233590734,0.766409266,0.005374951,-1
22/01/2018,0.204081633,0.795918367,0.876269621,0.123730379,-1,0.869419451,0.811666667,0.188333333,0.002758473,-1
23/01/2018,0.274193548,0.725806452,0.262711864,0.737288136,-0.130335517,1,0.267108168,0.732891832,-0.00128695,-1
24/01/2018,0.216666667,0.783333333,0.256809339,0.743190661,-0.049961784,1,0.30876494,0.69123506,-0.019651558,1
25/01/2018,0.267062315,0.732937685,0.208688906,0.791311094,-0.645032966,1,0.225719424,0.774280576,0.007204849,1
26/01/2018,0.225225225,0.774774775,0.267657993,0.732342007,-0.169428729,1,0.243288591,0.756711409,0.017787315,1
29/01/2018,0.236363636,0.763636364,0.167400881,0.832599119,-0.038261743,1,0.20824295,0.79175705,0.00237468,-1
30/01/2018,0.232323232,0.767676768,0.342222222,0.657777778,-0.396035822,1,0.264325323,0.735674677,-0.010801542,-1
31/01/2018,0.263157895,0.736842105,0.195979899,0.804020101,-0.093360449,1,0.210638298,0.789361702,-0.002731768,1
1/02/2018,0.267857143,0.732142857,0.233082707,0.766917293,-0.270534132,1,0.270516717,0.729483283,0.01907779,1
2/02/2018,0.221674877,0.778325123,0.149494949,0.850505051,-0.129462299,1,0.178540018,0.821459982,0.029196355,1
5/02/2018,0.22605364,0.77394636,0.155074116,0.844925884,-0.206603085,1,0.210978836,0.789021164,0.016165399,1
6/02/2018,0.319767442,0.680232558,0.211650485,0.788349515,-0.403541203,1,0.295585413,0.704414587,0.009368949,-1
7/02/2018,0.308510638,0.691489362,0.279365079,0.720634921,-0.222681623,1,0.280291971,0.719708029,-0.008577868,-1
8/02/2018,0.28440367,0.71559633,0.305714286,0.694285714,-0.387099937,1,0.309459459,0.690540541,-0.003643421,-1
9/02/2018,0.221374046,0.778625954,0.309294872,0.690705128,-0.285623471,1,0.291963377,0.708036623,-0.012127378,-1
12/02/2018,0.348837209,0.651162791,0.292035398,0.707964602,-0.179054015,1,0.313572543,0.686427457,-0.001681856,1
13/02/2018,0.179487179,0.820512821,0.144508671,0.855491329,-0.250599049,1,0.228169014,0.771830986,-0.003425149,1
14/02/2018,0.259259259,0.740740741,0.153846154,0.846153846,-0.095448135,1,0.259541985,0.740458015,0.002196216,1
15/02/2018,0.303030303,0.696969697,0.217171717,0.782828283,-0.660892721,1,0.221218962,0.778781038,0.007741021,1
16/02/2018,0.253333333,0.746666667,0.19266055,0.80733945,-0.356512965,1,0.222551929,0.777448071,0.00417259,1
20/02/2018,0.265625,0.734375,0.173267327,0.826732673,-0.295835512,1,0.194312796,0.805687204,0.005498379,1
21/02/2018,0.263736264,0.736263736,0.154929577,0.845070423,-0.093740952,1,0.221283784,0.778716216,0.006339018,-1
22/02/2018,0.31147541,0.68852459,0.24137931,0.75862069,-1,0.703165044,0.280082988,0.719917012,-0.000602177,1
23/02/2018,0.404761905,0.595238095,0.211111111,0.788888889,-0.493994143,1,0.321799308,0.678200692,0.007257349,-1
26/02/2018,0.288888889,0.711111111,0.146153846,0.853846154,-0.127840277,1,0.232686981,0.767313019,-0.004196832,-1
27/02/2018,0.21182266,0.78817734,0.271232877,0.728767123,-0.37372635,1,0.26875,0.73125,0.0021,-1
28/02/2018,0.273846154,0.726153846,0.268267223,0.731732777,-0.366640376,1,0.285557987,0.714442013,-0.0045,1
1/03/2018,0.2125,0.7875,0.385356455,0.614643545,-0.604941966,1,0.289046653,0.710953347,0.0143,-1
2/03/2018,0.246031746,0.753968254,0.265822785,0.734177215,-0.111258895,1,0.268115942,0.731884058,-0.0007,1
5/03/2018,0.22962963,0.77037037,0.153225806,0.846774194,-0.186301781,1,0.191263282,0.808736718,0.0073,1
6/03/2018,0.280898876,0.719101124,0.221606648,0.778393352,-0.445499899,1,0.237623762,0.762376238,0.0145,1
7/03/2018,0.330708661,0.669291339,0.266129032,0.733870968,-0.420331625,1,0.301282051,0.698717949,0.0068,-1
8/03/2018,0.236363636,0.763636364,0.375,0.625,-0.17753445,1,0.346863469,0.653136531,-0.0046,-1
9/03/2018,0.352564103,0.647435897,0.383386581,0.616613419,-0.240568178,1,0.372427984,0.627572016,-0.005,-1
12/03/2018,0.257206208,0.742793792,0.261836442,0.738163558,-0.308990602,1,0.270649559,0.729350441,-0.0155,1
13/03/2018,0.307692308,0.692307692,0.226239067,0.773760933,-0.096516858,1,0.255368352,0.744631648,0.1011,-1
14/03/2018,0.340425532,0.659574468,0.548387097,0.451612903,-1,0.599324657,0.485101311,0.514898689,0.0069,-1
15/03/2018,0.231481481,0.768518519,0.233707865,0.766292135,-0.224930419,1,0.247851003,0.752148997,-0.0005,-1
16/03/2018,0.196078431,0.803921569,0.253731343,0.746268657,-0.765339723,1,0.254716981,0.745283019,-0.0013,1
19/03/2018,0.243243243,0.756756757,0.215568862,0.784431138,-0.025308739,1,0.216541353,0.783458647,0.0058,1
20/03/2018,0.427184466,0.572815534,0.60137457,0.39862543,-1,0.165857872,0.507820647,0.492179353,0.0103,1
21/03/2018,0.265895954,0.734104046,0.24382716,0.75617284,-0.322262844,1,0.257636122,0.742363878,0.0001,-1
22/03/2018,0.232804233,0.767195767,0.391681109,0.608318891,-1,0.302782535,0.346655791,0.653344209,-0.0074,-1
23/03/2018,0.222222222,0.777777778,0.348066298,0.651933702,-0.030153893,1,0.2959285,0.7040715,0.0069,-1
26/03/2018,0.234042553,0.765957447,0.173652695,0.826347305,-0.204967984,1,0.206206206,0.793793794,-0.0013,1
27/03/2018,0.235714286,0.764285714,0.25994695,0.74005305,-0.667474336,1,0.251612903,0.748387097,0.0182,1
28/03/2018,0.173913043,0.826086957,0.314666667,0.685333333,-0.205683405,1,0.281021898,0.718978102,0.0026,-1
